Nom.ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Class,Race,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,EDay,EYear,YearType,Elast,Final,Special,Runoff
708,Jeffrey L. Fortenberry,Republican,Male,Nebraska,Great Plains,Midwest,House,Class 1,NE-01,1,1,121015,58.36%,207375,Republican,"Lincoln, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
709,Maxine B. Moul,Democratic,Female,Nebraska,Great Plains,Midwest,House,Class 1,NE-01,0,0,86360,41.64%,207375,Republican,"Lincoln, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
710,Lee R. Terry,Republican,Male,Nebraska,Great Plains,Midwest,House,Class 1,NE-02,1,1,99475,54.66%,181979,Republican,"Omaha, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
711,James D. Esch,Democratic,Male,Nebraska,Great Plains,Midwest,House,Class 1,NE-02,0,0,82504,45.34%,181979,Republican,"Omaha, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
712,Adrian M. Smith,Republican,Male,Nebraska,Great Plains,Midwest,House,Class 1,NE-03,0,1,113687,54.99%,206733,Republican,"Gering, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
713,Scott M. Kleeb,Democratic,Male,Nebraska,Great Plains,Midwest,House,Class 1,NE-03,0,0,93046,45.01%,206733,Republican,"Dunning, Nebraska",2006-11-07,2006,Midterm,2004-11-02,1,0,0
714,John E. Ensign,Republican,Male,Nevada,Mountain,West,Senate,Class 1,NV-Sen,1,1,322501,55.36%,582572,Republican,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2000-11-07,1,0,0
715,John W. Carter,Democratic,Male,Nevada,Mountain,West,Senate,Class 1,NV-Sen,0,0,238796,40.99%,582572,Republican,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2000-11-07,1,0,0
716,David K. Schumann,Independent American,Male,Nevada,Mountain,West,Senate,Class 1,NV-Sen,0,0,7774,1.33%,582572,Republican,"Minden, Nevada",2006-11-07,2006,Midterm,2000-11-07,1,0,0
717,Brendan Trainor,Libertarian,Male,Nevada,Mountain,West,Senate,Class 1,NV-Sen,0,0,5269,0.90%,582572,Republican,"Reno, Nevada",2006-11-07,2006,Midterm,2000-11-07,1,0,0
718,Kenneth Alexander Wegner,Republican,Male,Nevada,Mountain,West,House,Class 1,NV-01,0,0,40917,31.20%,131124,Democratic,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
719,"Rochelle ""Shelley"" Berkley",Democratic,Female,Nevada,Mountain,West,House,Class 1,NV-01,1,1,85025,64.84%,131124,Democratic,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
720,Raymond James Duensing,Libertarian,Male,Nevada,Mountain,West,House,Class 1,NV-01,0,0,2843,2.17%,131124,Democratic,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
721,Darnell Roberts,Independent American,Male,Nevada,Mountain,West,House,Class 1,NV-01,0,0,2339,1.78%,131124,Democratic,"Henderson, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
722,Dean A. Heller,Republican,Male,Nevada,Mountain,West,House,Class 1,NV-02,0,1,117168,50.35%,232724,Republican,"Carson City, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
723,Jill T. Derby,Democratic,Female,Nevada,Mountain,West,House,Class 1,NV-02,0,0,104593,44.94%,232724,Republican,"Gardnerville, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
724,Daniel Rosen,Independent,Male,Nevada,Mountain,West,House,Class 1,NV-02,0,0,5524,2.37%,232724,Republican,"Stateline, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
725,James C. Kroshus,Independent American,Male,Nevada,Mountain,West,House,Class 1,NV-02,0,0,5439,2.34%,232724,Republican,"Sparks, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
726,Jon C. Porter,Republican,Male,Nevada,Mountain,West,House,Class 1,NV-03,1,1,102232,48.46%,210979,Republican,"Henderson, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
727,Tessa M. Hafen,Democratic,Female,Nevada,Mountain,West,House,Class 1,NV-03,0,0,98261,46.57%,210979,Republican,"Henderson, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
728,Joshua Hansen,Independent American,Male,Nevada,Mountain,West,House,Class 1,NV-03,0,0,5329,2.53%,210979,Republican,"Henderson, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
729,Joseph P. Silvestri,Libertarian,Male,Nevada,Mountain,West,House,Class 1,NV-03,0,0,5157,2.44%,210979,Republican,"Las Vegas, Nevada",2006-11-07,2006,Midterm,2004-11-02,1,0,0
730,"Joseph E. ""Jeb"" Bradley",Republican,Male,New Hampshire,New England,Northeast,House,Class 1,NH-01,1,0,95527,48.64%,196377,Republican,"Wolfeboro, New Hampshire",2006-11-07,2006,Midterm,2004-11-02,1,0,0
731,Carol Shea-Porter,Democratic,Female,New Hampshire,New England,Northeast,House,Class 1,NH-01,0,1,100691,51.27%,196377,Republican,"Rochester, New Hampshire",2006-11-07,2006,Midterm,2004-11-02,1,0,0
732,Charles F. Bass,Republican,Male,New Hampshire,New England,Northeast,House,Class 1,NH-02,1,0,94088,45.61%,206292,Republican,"Peterborough, New Hampshire",2006-11-07,2006,Midterm,2004-11-02,1,0,0
733,Paul W. Hodes,Democratic,Male,New Hampshire,New England,Northeast,House,Class 1,NH-02,0,1,108743,52.71%,206292,Republican,"Concord, New Hampshire",2006-11-07,2006,Midterm,2004-11-02,1,0,0
734,"Kenneth E. Blevens, Sr.",Libertarian,Male,New Hampshire,New England,Northeast,House,Class 1,NH-02,0,0,3305,1.60%,206292,Republican,"Bow, New Hampshire",2006-11-07,2006,Midterm,2004-11-02,1,0,0
735,"Thomas H. Kean, Jr.",Republican,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,997775,44.34%,2250070,Democratic,"Westfield, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
736,Robert Menendez,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,1,1,1200843,53.37%,2250070,Democratic,"Hoboken, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
737,Daryl Mikell Brooks,Poor People's Campaign,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,5138,0.23%,2250070,Democratic,"Trenton, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
738,J.M. Carter,God We Trust,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,7918,0.35%,2250070,Democratic,"Lawrenceville, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
739,Len Flynn,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,14637,0.65%,2250070,Democratic,"Morganville, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
740,Robert Edward Forchion,Legalize Marijuana,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,11593,0.52%,2250070,Democratic,"Browns Mills, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
741,Angela L. Lariscy,Socialist Workers,Female,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,3433,0.15%,2250070,Democratic,"Newark, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
742,Gregory Pason,Socialist Party USA,Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,2490,0.11%,2250070,Democratic,"Maywood, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
743,N. Leonard Smith,"Solidarity, Defend Life",Male,New Jersey,Mid-Atlantic,Northeast,Senate,Class 1,NJ-Sen,0,0,6243,0.28%,2250070,Democratic,"Hammonton, New Jersey",2006-11-07,2006,Midterm,2000-11-07,1,0,0
744,Robert E. Andrews,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-01,1,1,140110,100.00%,140110,Democratic,"Haddon Heights, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
745,Frank A. LoBiondo,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,1,1,111245,61.61%,180575,Republican,"Ventnor, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
746,Viola Thomas-Hughes,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,0,0,64279,35.60%,180575,Republican,"Bridgeton, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
747,Thomas Steven Fanslau,We the People,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,0,0,603,0.33%,180575,Republican,"Egg Harbor Township, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
748,Lynn Merle,A New Direction,Female,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,0,0,992,0.55%,180575,Republican,"Vineland, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
749,Robert E. Mullock,Preserve Green Space,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,0,0,3071,1.70%,180575,Republican,"Cape May Point, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
750,Willie Norwood,Socialist Party USA,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-02,0,0,385,0.21%,180575,Republican,"Atlantic City, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
751,H. James Saxton,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-03,1,1,122559,58.40%,209851,Republican,"Mount Holly, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
752,Richard J. Sexton,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-03,0,0,86113,41.04%,209851,Republican,"Mt. Laurel, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
753,Ken Feduniewicz,The Patriot Movement,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-03,0,0,1179,0.56%,209851,Republican,"Tuckerton, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
754,Christopher H. Smith,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-04,1,1,124482,65.68%,189540,Republican,"Hamilton, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
755,Carol Elaine Gay,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-04,0,0,62905,33.19%,189540,Republican,"Brick, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
756,Richard Edgar,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-04,0,0,1539,0.81%,189540,Republican,"Cream Ridge, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
757,"Louis B. Wary, Jr.",Remove Medical Negligence,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-04,0,0,614,0.32%,189540,Republican,"Brick, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
758,E. Scott Garrett,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-05,1,1,112142,54.91%,204242,Republican,"Wantage, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
759,Paul Stuart Aronsohn,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-05,0,0,89503,43.82%,204242,Republican,"Ridgewood, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
760,R. Matthew Fretz,An Independent Voice,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-05,0,0,2597,1.27%,204242,Republican,"Upper Saddle River, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
761,Leigh-Ann Bellew,Republican,Female,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-06,0,0,43539,30.28%,143773,Democratic,"Union Beach, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
762,"Frank J. Pallone, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-06,1,1,98615,68.59%,143773,Democratic,"Long Branch, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
763,Herbert L. Tarbous,Diversity Is Strength,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-06,0,0,1619,1.13%,143773,Democratic,"Piscataway, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
764,Michael A. Ferguson,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-07,1,1,98399,49.43%,199075,Republican,"Warren Township, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
765,Linda D. Stender,Democratic,Female,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-07,0,0,95454,47.95%,199075,Republican,"Scotch Plains, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
766,Thomas D. Abrams,Withdraw Troops Now,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-07,0,0,3176,1.60%,199075,Republican,"Ringoes, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
767,Darren A. Young,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-07,0,0,2046,1.03%,199075,Republican,"Summit, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
768,Jose M. Sandoval,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-08,0,0,39053,28.37%,137639,Democratic,"Passaic, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
769,"William J. Pascrell, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-08,1,1,97568,70.89%,137639,Democratic,"Paterson, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
770,Louis Jasikoff,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-08,0,0,1018,0.74%,137639,Democratic,"Totowa, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
771,Vincent Micco,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-09,0,0,40879,27.60%,148095,Democratic,"Rutherford, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
772,Steven R. Rothman,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-09,1,1,105853,71.48%,148095,Democratic,"Fair Lawn, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
773,Michael J. Jarvis,The Moderate Choice,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-09,0,0,1363,0.92%,148095,Democratic,"Hawthorne, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
774,Donald M. Payne,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-10,1,1,90264,100.00%,90264,Democratic,"Newark, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
775,Rodney P. Frelinghuysen,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-11,1,1,126085,62.09%,203071,Republican,"Morristown, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
776,Thomas Wyka,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-11,0,0,74414,36.64%,203071,Republican,"Lake Hiawatha, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
777,"John A. Mele, Jr.",Constitution,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-11,0,0,842,0.41%,203071,Republican,"Basking Ridge, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
778,Richard S. Roth,Libertarian,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-11,0,0,1730,0.85%,203071,Republican,"West Caldwell, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
779,Joseph S. Sinagra,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-12,0,0,65509,34.30%,190977,Democratic,"Helmetta, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
780,"Rush D. Holt, Jr.",Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-12,1,1,125468,65.70%,190977,Democratic,"Hopewell Township, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
781,John J. Guarini,Republican,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,0,19284,19.36%,99630,Democratic,"Jersey City, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
782,Albio B. Sires,Democratic,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,1,77238,77.52%,99630,Democratic,"West New York, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
783,"Richard S. Hester, Sr.",Pro-Life Conservative,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,0,586,0.59%,99630,Democratic,"Newark, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
784,Herbert H. Shaw,Politicians Are Crooks,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,0,998,1.00%,99630,Democratic,"North Bergen, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
785,Brian Williams,Socialist Workers,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,0,1049,1.05%,99630,Democratic,"Newark, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
786,Esmat Zaklama,American,Male,New Jersey,Mid-Atlantic,Northeast,House,Class 1,NJ-13,0,0,475,0.48%,99630,Democratic,"Jersey City, New Jersey",2006-11-07,2006,Midterm,2004-11-02,1,0,0
787,Allen W. McCulloch,Republican,Male,New Mexico,Mountain,West,Senate,Class 1,NM-Sen,0,0,163826,29.33%,558550,Democratic,"Farmington, New Mexico",2006-11-07,2006,Midterm,2000-11-07,1,0,0
788,"Jesse F. ""Jeff"" Bingaman",Democratic,Male,New Mexico,Mountain,West,Senate,Class 1,NM-Sen,1,1,394365,70.61%,558550,Democratic,"Santa Fe, New Mexico",2006-11-07,2006,Midterm,2000-11-07,1,0,0
789,Orlin G. Cole,Write-In,Male,New Mexico,Mountain,West,Senate,Class 1,NM-Sen,0,0,359,0.06%,558550,Democratic,"Albuquerque, New Mexico",2006-11-07,2006,Midterm,2000-11-07,1,0,0
790,Heather A. Wilson,Republican,Female,New Mexico,Mountain,West,House,Class 1,NM-01,1,1,105986,50.20%,211111,Republican,"Albuquerque, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
791,Patricia A. Madrid,Democratic,Female,New Mexico,Mountain,West,House,Class 1,NM-01,0,0,105125,49.80%,211111,Republican,"Albuquerque, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
792,Stevan E. Pearce,Republican,Male,New Mexico,Mountain,West,House,Class 1,NM-02,1,1,92620,59.42%,155874,Republican,"Hobbs, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
793,Albert D. Kissling,Democratic,Male,New Mexico,Mountain,West,House,Class 1,NM-02,0,0,63119,40.49%,155874,Republican,"Las Cruces, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
794,C. Dean Burk,Write-In,Male,New Mexico,Mountain,West,House,Class 1,NM-02,0,0,135,0.09%,155874,Republican,"Deming, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
795,Ronald M. Dolin,Republican,Male,New Mexico,Mountain,West,House,Class 1,NM-03,0,0,49219,25.36%,194099,Democratic,"Los Alamos, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
796,Thomas S. Udall,Democratic,Male,New Mexico,Mountain,West,House,Class 1,NM-03,1,1,144880,74.64%,194099,Democratic,"Santa Fe, New Mexico",2006-11-07,2006,Midterm,2004-11-02,1,0,0
797,John Spencer,Republican,Male,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,0,0,1392189,31.01%,4490053,Democratic,"Yonkers, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
798,Hillary D. Rodham Clinton,Democratic,Female,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,1,1,3008428,67.00%,4490053,Democratic,"Chappaqua, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
799,Howard Gresham Hawkins III,Green,Male,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,0,0,55469,1.24%,4490053,Democratic,"Syracuse, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
800,Jeffrey T. Russell,Libertarian,Male,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,0,0,20996,0.47%,4490053,Democratic,"Clifton Park, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
801,Roger Calero,Socialist Workers,Male,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,0,0,6967,0.16%,4490053,Democratic,"Bronx, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
802,William Van Auken,Socialist Equality,Male,New York,Mid-Atlantic,Northeast,Senate,Class 1,NY-Sen,0,0,6004,0.13%,4490053,Democratic,"Jackson Heights, New York",2006-11-07,2006,Midterm,2000-11-07,1,0,0
803,Italo A. Zanzi,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-01,0,0,63328,37.77%,167688,Democratic,"Smithtown, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
804,Timothy H. Bishop,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-01,1,1,104360,62.23%,167688,Democratic,"Southampton, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
805,John W. Bugler,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-02,0,0,44212,29.58%,149488,Democratic,"Oakdale, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
806,Steven J. Israel,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-02,1,1,105276,70.42%,149488,Democratic,"Huntington, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
807,Peter T. King,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-03,1,1,101787,56.04%,181630,Republican,"Seaford, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
808,David L. Meijas,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-03,0,0,79843,43.96%,181630,Republican,"Massapequa, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
809,Martin W. Blessinger,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-04,0,0,55050,35.08%,156911,Democratic,"Floral Park, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
810,Carolyn C. McCarthy,Democratic,Female,New York,Mid-Atlantic,Northeast,House,Class 1,NY-04,1,1,101861,64.92%,156911,Democratic,"Mineola, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
811,Gary L. Ackerman,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-05,1,1,77190,100.00%,77190,Democratic,"Jamaica Estates, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
812,Gregory W. Meeks,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-06,1,1,69405,100.00%,69405,Democratic,"Queens, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
813,Steven Ross,People's Independent,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-06,0,0,0,0.00%,69405,Democratic,"Kew Gardens, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
814,Kevin Brawley,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-07,0,0,12220,16.03%,76217,Democratic,"Bronx, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
815,Joseph Crowley,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-07,1,1,63997,83.97%,76217,Democratic,"Bronx, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
816,Eleanor Friedman,Republican,Female,New York,Mid-Atlantic,Northeast,House,Class 1,NY-08,0,0,17413,13.64%,127622,Democratic,"New York City, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
817,Jerrold L. Nadler,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-08,1,1,108536,85.04%,127622,Democratic,"New York City, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
818,Dennis E. Adornato,Conservative,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-08,0,0,1673,1.31%,127622,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
819,Anthony D. Weiner,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-09,1,1,71762,100.00%,71762,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
820,Jonathan H. Anderson,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-10,0,0,4666,5.96%,78307,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
821,"Edolphus Towns, Jr.",Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-10,1,1,72171,92.16%,78307,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
822,Ernest Johnson,Conservative,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-10,0,0,1470,1.88%,78307,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
823,Stephen Finger,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-11,0,0,7447,7.59%,98102,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
824,Yvette D. Clarke,Democratic,Female,New York,Mid-Atlantic,Northeast,House,Class 1,NY-11,0,1,88334,90.04%,98102,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
825,Mariana Blume,Conservative,Female,New York,Mid-Atlantic,Northeast,House,Class 1,NY-11,0,0,1325,1.35%,98102,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
826,Oliver M. McClean,Freedom,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-11,0,0,996,1.02%,98102,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
827,Allan E. Romaguera,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-12,0,0,7182,10.26%,70029,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
828,Nydia M. Velazquez,Democratic,Female,New York,Mid-Atlantic,Northeast,House,Class 1,NY-12,1,1,62847,89.74%,70029,Democratic,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
829,"Vito J. Fossella, Jr.",Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-13,1,1,59334,56.80%,104465,Republican,"Staten Island, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
830,Stephen A. Harrison,Democratic,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-13,0,0,45131,43.20%,104465,Republican,"Brooklyn, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
831,Danniel S. Maio,Republican,Male,New York,Mid-Atlantic,Northeast,House,Class 1,NY-14,0,0,21969,15.52%,141551,Democratic,"Queens, New York",2006-11-07,2006,Midterm,2004-11-02,1,0,0
